date,country_code,fci_pca,window_label,episode
1999-01-31,DE,1.9539857397815037,tranquil,
1999-02-28,DE,1.9978185462987812,tranquil,
1999-03-31,DE,1.8125575013697184,tranquil,
1999-04-30,DE,1.8300566532847868,tranquil,
1999-05-31,DE,1.8745087006560588,tranquil,
1999-06-30,DE,1.7432579708065208,tranquil,
1999-07-31,DE,1.5841017346133723,tranquil,
1999-08-31,DE,1.80716476233561,tranquil,
1999-09-30,DE,1.8212361750876171,tranquil,
1999-10-31,DE,2.0623195565715693,buffer,
1999-11-30,DE,1.8331865597432235,buffer,
1999-12-31,DE,1.8193464867672964,buffer,
2000-01-31,DE,2.1932728337382854,stress,Dot-com bust
2000-02-29,DE,2.1632154547917763,stress,Dot-com bust
2000-03-31,DE,2.0825573906613917,stress,Dot-com bust
2000-04-30,DE,2.4976989286886035,stress,Dot-com bust
2000-05-31,DE,2.559222178838776,stress,Dot-com bust
2000-06-30,DE,2.39239415585359,stress,Dot-com bust
2000-07-31,DE,2.229324300322727,stress,Dot-com bust
2000-08-31,DE,2.124912882515116,stress,Dot-com bust
2000-09-30,DE,2.2190948864622495,stress,Dot-com bust
2000-10-31,DE,3.2780019356178296,stress,Dot-com bust
2000-11-30,DE,3.43856508875093,stress,Dot-com bust
2000-12-31,DE,3.6351244731033807,stress,Dot-com bust
2001-01-31,DE,3.360733922465782,stress,Dot-com bust
2001-02-28,DE,3.1824360925609785,stress,Dot-com bust
2001-03-31,DE,3.615766029623273,stress,Dot-com bust
2001-04-30,DE,3.778109197380238,stress,Dot-com bust
2001-05-31,DE,3.2136477565748525,stress,Dot-com bust
2001-06-30,DE,3.2080541598272436,stress,Dot-com bust
2001-07-31,DE,3.3179543507114393,stress,Dot-com bust
2001-08-31,DE,3.3086404533183553,stress,Dot-com bust
2001-09-30,DE,4.2187792472366885,stress,Dot-com bust
2001-10-31,DE,3.902866214029223,stress,Dot-com bust
2001-11-30,DE,3.446809374769623,stress,Dot-com bust
2001-12-31,DE,3.407702776039463,stress,Dot-com bust
2002-01-31,DE,3.2183932857654094,stress,Dot-com bust
2002-02-28,DE,3.3382666345407963,stress,Dot-com bust
2002-03-31,DE,3.0791905622508517,stress,Dot-com bust
2002-04-30,DE,3.148087872044622,stress,Dot-com bust
2002-05-31,DE,3.157856682489576,stress,Dot-com bust
2002-06-30,DE,3.339679576472742,stress,Dot-com bust
2002-07-31,DE,3.745635567982352,stress,Dot-com bust
2002-08-31,DE,3.8111955714458663,stress,Dot-com bust
2002-09-30,DE,4.008020501271986,stress,Dot-com bust
2002-10-31,DE,4.157549307247385,stress,Dot-com bust
2002-11-30,DE,3.529220633658658,stress,Dot-com bust
2002-12-31,DE,3.5229603698687577,stress,Dot-com bust
2003-01-31,DE,3.351103172318071,buffer,
2003-02-28,DE,3.551107474094616,buffer,
2003-03-31,DE,3.53354666032543,buffer,
2003-04-30,DE,3.0120211169932345,tranquil,
2003-05-31,DE,2.694819547225275,tranquil,
2003-06-30,DE,2.653031949997402,tranquil,
2003-07-31,DE,2.461977544086995,tranquil,
2003-08-31,DE,2.4481232574523015,tranquil,
2003-09-30,DE,2.351694944775288,tranquil,
2003-10-31,DE,2.084997912120765,tranquil,
2003-11-30,DE,2.034178037551125,tranquil,
2003-12-31,DE,2.059681227032194,tranquil,
2004-01-31,DE,1.3902838254980998,tranquil,
2004-02-29,DE,1.4122136487631884,tranquil,
2004-03-31,DE,1.4931693111002484,tranquil,
2004-04-30,DE,0.934463131814408,tranquil,
2004-05-31,DE,1.0600904027047953,tranquil,
2004-06-30,DE,0.9544211037917908,tranquil,
2004-07-31,DE,0.8258107319947171,tranquil,
2004-08-31,DE,0.8913779210344802,tranquil,
2004-09-30,DE,0.6893897396943716,tranquil,
2004-10-31,DE,0.4822162899974843,tranquil,
2004-11-30,DE,0.3973909073865259,tranquil,
2004-12-31,DE,0.3897357469027239,tranquil,
2005-01-31,DE,0.2718146080830866,tranquil,
2005-02-28,DE,0.1224751978668051,tranquil,
2005-03-31,DE,0.2193783620556006,tranquil,
2005-04-30,DE,0.4838989415570964,tranquil,
2005-05-31,DE,0.5890660950680379,tranquil,
2005-06-30,DE,0.4007460109214059,tranquil,
2005-07-31,DE,0.1795947341364147,tranquil,
2005-08-31,DE,0.3285355875792094,tranquil,
2005-09-30,DE,0.2738752262004392,tranquil,
2005-10-31,DE,0.2120286169396983,tranquil,
2005-11-30,DE,-0.0108742194561556,tranquil,
2005-12-31,DE,0.0598920165612267,tranquil,
2006-01-31,DE,0.1746870656444817,tranquil,
2006-02-28,DE,0.1140116698683328,tranquil,
2006-03-31,DE,0.0992595044349571,tranquil,
2006-04-30,DE,-0.1437496832493047,tranquil,
2006-05-31,DE,-0.1054378884266604,tranquil,
2006-06-30,DE,0.1219370727581458,tranquil,
2006-07-31,DE,-0.1250145061833181,tranquil,
2006-08-31,DE,-0.2626798257225849,tranquil,
2006-09-30,DE,-0.3617970784015303,tranquil,
2006-10-31,DE,-0.6249692048325876,tranquil,
2006-11-30,DE,-0.6417643634205148,tranquil,
2006-12-31,DE,-0.6672241231893707,tranquil,
2007-01-31,DE,-0.9824557710705778,tranquil,
2007-02-28,DE,-0.9582568958010425,tranquil,
2007-03-31,DE,-0.7766191975873156,tranquil,
2007-04-30,DE,-0.8140136103320467,buffer,
2007-05-31,DE,-0.7559524919761774,buffer,
2007-06-30,DE,-0.6466511584892969,buffer,
2007-07-31,DE,-0.6052748759492367,stress,Global Financial Crisis
2007-08-31,DE,0.1345225078481786,stress,Global Financial Crisis
2007-09-30,DE,0.0337754993150654,stress,Global Financial Crisis
2007-10-31,DE,-0.1950954965342191,stress,Global Financial Crisis
2007-11-30,DE,0.4564778905616595,stress,Global Financial Crisis
2007-12-31,DE,0.3715304744080306,stress,Global Financial Crisis
2008-01-31,DE,0.1041773462901872,stress,Global Financial Crisis
2008-02-29,DE,0.1405076823452623,stress,Global Financial Crisis
2008-03-31,DE,0.4589544824144209,stress,Global Financial Crisis
2008-04-30,DE,0.0705657185558913,stress,Global Financial Crisis
2008-05-31,DE,-0.4578126610334847,stress,Global Financial Crisis
2008-06-30,DE,-0.1361844924513057,stress,Global Financial Crisis
2008-07-31,DE,0.370006133919132,stress,Global Financial Crisis
2008-08-31,DE,0.1755507481338069,stress,Global Financial Crisis
2008-09-30,DE,0.9967603476423644,stress,Global Financial Crisis
2008-10-31,DE,2.8438416510846034,stress,Global Financial Crisis
2008-11-30,DE,3.2374869739221035,stress,Global Financial Crisis
2008-12-31,DE,3.274673884293549,stress,Global Financial Crisis
2009-01-31,DE,3.6061780565627894,stress,Global Financial Crisis
2009-02-28,DE,3.7833420513631153,stress,Global Financial Crisis
2009-03-31,DE,3.77306143170548,stress,Global Financial Crisis
2009-04-30,DE,3.5809500039865783,stress,Global Financial Crisis
2009-05-31,DE,2.9333804662327863,stress,Global Financial Crisis
2009-06-30,DE,2.460909834620651,stress,Global Financial Crisis
2009-07-31,DE,2.006206441804324,buffer,
2009-08-31,DE,1.632526243987105,buffer,
2009-09-30,DE,1.4323349857707677,buffer,
2009-10-31,DE,1.007814883597859,buffer,
2009-11-30,DE,0.9585530137542594,buffer,
2009-12-31,DE,0.7727398473147445,buffer,
2010-01-31,DE,0.0990892998828391,stress,Euro-area sovereign stress
2010-02-28,DE,0.2169516196870952,stress,Euro-area sovereign stress
2010-03-31,DE,-0.149377281853008,stress,Euro-area sovereign stress
2010-04-30,DE,-0.7663950183762258,stress,Euro-area sovereign stress
2010-05-31,DE,0.1384325178235093,stress,Euro-area sovereign stress
2010-06-30,DE,0.1130310837021339,stress,Euro-area sovereign stress
2010-07-31,DE,-0.3467273589980404,stress,Euro-area sovereign stress
2010-08-31,DE,-0.5466423575068057,stress,Euro-area sovereign stress
2010-09-30,DE,-0.7441372928372446,stress,Euro-area sovereign stress
2010-10-31,DE,-1.1561165295122895,stress,Euro-area sovereign stress
2010-11-30,DE,-1.1730906139544872,stress,Euro-area sovereign stress
2010-12-31,DE,-1.2396613251341344,stress,Euro-area sovereign stress
2011-01-31,DE,-1.75243400251922,stress,Euro-area sovereign stress
2011-02-28,DE,-1.805480520273715,stress,Euro-area sovereign stress
2011-03-31,DE,-1.6397323205404035,stress,Euro-area sovereign stress
2011-04-30,DE,-1.6691054156588896,stress,Euro-area sovereign stress
2011-05-31,DE,-1.6580552482527908,stress,Euro-area sovereign stress
2011-06-30,DE,-1.48955668687066,stress,Euro-area sovereign stress
2011-07-31,DE,-1.5225726100952135,stress,Euro-area sovereign stress
2011-08-31,DE,-0.4987480203713535,stress,Euro-area sovereign stress
2011-09-30,DE,-0.3813232442802664,stress,Euro-area sovereign stress
2011-10-31,DE,-0.3227434495373673,stress,Euro-area sovereign stress
2011-11-30,DE,-0.3640513970333163,stress,Euro-area sovereign stress
2011-12-31,DE,-0.5803234419577413,stress,Euro-area sovereign stress
2012-01-31,DE,-0.7376413553674486,stress,Euro-area sovereign stress
2012-02-29,DE,-1.0587395261284964,stress,Euro-area sovereign stress
2012-03-31,DE,-1.3270527948403956,stress,Euro-area sovereign stress
2012-04-30,DE,-1.309637785538861,stress,Euro-area sovereign stress
2012-05-31,DE,-1.0602236595878023,stress,Euro-area sovereign stress
2012-06-30,DE,-1.0722734605839086,stress,Euro-area sovereign stress
2012-07-31,DE,-1.0800191692274803,stress,Euro-area sovereign stress
2012-08-31,DE,-1.2714197131431717,stress,Euro-area sovereign stress
2012-09-30,DE,-1.4371216675446132,stress,Euro-area sovereign stress
2012-10-31,DE,-1.4107218073789172,stress,Euro-area sovereign stress
2012-11-30,DE,-1.4278945268071448,stress,Euro-area sovereign stress
2012-12-31,DE,-1.4380950817669766,stress,Euro-area sovereign stress
2013-01-31,DE,-1.4212516273427582,buffer,
2013-02-28,DE,-1.3366637320594543,buffer,
2013-03-31,DE,-1.4829344721405546,buffer,
2013-04-30,DE,-1.4300410547100837,tranquil,
2013-05-31,DE,-1.5012414793197106,tranquil,
2013-06-30,DE,-1.2125399791236888,tranquil,
2013-07-31,DE,-1.3529822623204224,tranquil,
2013-08-31,DE,-1.4050003372277986,tranquil,
2013-09-30,DE,-1.3752729413094082,tranquil,
2013-10-31,DE,-1.3708611584597,tranquil,
2013-11-30,DE,-1.540531573856024,tranquil,
2013-12-31,DE,-1.5530655879273585,tranquil,
2014-01-31,DE,-1.636723265681274,tranquil,
2014-02-28,DE,-1.615209803968339,tranquil,
2014-03-31,DE,-1.6872358314791278,tranquil,
2014-04-30,DE,-1.7360570495792282,tranquil,
2014-05-31,DE,-1.8717145659497645,tranquil,
2014-06-30,DE,-1.8983624921960112,tranquil,
2014-07-31,DE,-2.028405801457293,tranquil,
2014-08-31,DE,-1.90824977841585,tranquil,
2014-09-30,DE,-1.925891532227323,tranquil,
2014-10-31,DE,-2.238330406974279,tranquil,
2014-11-30,DE,-2.4829030531504346,tranquil,
2014-12-31,DE,-2.38089231341609,tranquil,
2015-01-31,DE,-2.1106871940821477,tranquil,
2015-02-28,DE,-2.239993544737401,tranquil,
2015-03-31,DE,-2.3555638829645456,buffer,
2015-04-30,DE,-2.41047017820438,buffer,
2015-05-31,DE,-2.4461801490866657,buffer,
2015-06-30,DE,-2.372022527543045,stress,China/commodity/EM stress
2015-07-31,DE,-2.282587721001361,stress,China/commodity/EM stress
2015-08-31,DE,-2.01863999483336,stress,China/commodity/EM stress
2015-09-30,DE,-1.6959311781417048,stress,China/commodity/EM stress
2015-10-31,DE,-2.182630937206828,stress,China/commodity/EM stress
2015-11-30,DE,-2.2427754938691393,stress,China/commodity/EM stress
2015-12-31,DE,-2.090947761666257,stress,China/commodity/EM stress
2016-01-31,DE,-1.743103565575037,stress,China/commodity/EM stress
2016-02-29,DE,-1.7730921221102969,stress,China/commodity/EM stress
2016-03-31,DE,-2.2143765508682764,stress,China/commodity/EM stress
2016-04-30,DE,-2.369770039278609,buffer,
2016-05-31,DE,-2.3674237251881753,buffer,
2016-06-30,DE,-2.287043252400954,buffer,
2016-07-31,DE,-2.5014355576242844,tranquil,
2016-08-31,DE,-2.5363499393215547,tranquil,
2016-09-30,DE,-2.475812574979309,tranquil,
2016-10-31,DE,-2.348032430794434,tranquil,
2016-11-30,DE,-2.3710424400116015,tranquil,
2016-12-31,DE,-2.5554380044691243,tranquil,
2017-01-31,DE,-2.3915072830920567,tranquil,
2017-02-28,DE,-2.333328275068119,tranquil,
2017-03-31,DE,-2.3964741679374244,tranquil,
2017-04-30,DE,-2.2752622096615687,tranquil,
2017-05-31,DE,-2.5104998940853194,tranquil,
2017-06-30,DE,-2.5706818649414247,tranquil,
2017-07-31,DE,-2.608882688113062,tranquil,
2017-08-31,DE,-2.5150689820889816,tranquil,
2017-09-30,DE,-2.642560203502596,tranquil,
2017-10-31,DE,-2.674016736084889,tranquil,
2017-11-30,DE,-2.739314211762366,tranquil,
2017-12-31,DE,-2.670280219624968,tranquil,
2018-01-31,DE,-2.57062985209463,tranquil,
2018-02-28,DE,-1.910468995392841,tranquil,
2018-03-31,DE,-2.0604851874034225,tranquil,
2018-04-30,DE,-1.95001281317682,tranquil,
2018-05-31,DE,-2.2218255374720335,tranquil,
2018-06-30,DE,-2.2134952898938027,tranquil,
2018-07-31,DE,-2.0933088171234293,tranquil,
2018-08-31,DE,-2.1346068308099477,tranquil,
2018-09-30,DE,-2.162864786061391,tranquil,
2018-10-31,DE,-1.752670981146409,tranquil,
2018-11-30,DE,-1.6435191914741245,tranquil,
2018-12-31,DE,-1.281081112835023,tranquil,
2019-01-31,DE,-1.5107955878542907,tranquil,
2019-02-28,DE,-1.862868196568897,tranquil,
2019-03-31,DE,-1.9536676149122656,tranquil,
2019-04-30,DE,-1.816518240435892,tranquil,
2019-05-31,DE,-1.5820643267717551,tranquil,
2019-06-30,DE,-1.6352438179781783,tranquil,
2019-07-31,DE,-1.8816347068503585,tranquil,
2019-08-31,DE,-1.5567663507510645,tranquil,
2019-09-30,DE,-1.751297866511789,tranquil,
2019-10-31,DE,-1.7036033175159364,tranquil,
2019-11-30,DE,-1.8522363848840124,buffer,
2019-12-31,DE,-1.8256916220114296,buffer,
2020-01-31,DE,-1.4582705365075024,buffer,
2020-02-29,DE,-1.1756046825016002,stress,COVID-19 shock
2020-03-31,DE,0.7384856918384176,stress,COVID-19 shock
2020-04-30,DE,1.5889371842431983,stress,COVID-19 shock
2020-05-31,DE,0.784169708891369,stress,COVID-19 shock
2020-06-30,DE,0.6937972130122323,stress,COVID-19 shock
2020-07-31,DE,0.1165320332346693,buffer,
2020-08-31,DE,-0.1200741069633771,buffer,
2020-09-30,DE,0.0844519427630255,buffer,
2020-10-31,DE,0.1716926678344822,tranquil,
2020-11-30,DE,-0.0442179306981427,tranquil,
2020-12-31,DE,-0.2481764287661974,tranquil,
2021-01-31,DE,0.2101315822813731,tranquil,
2021-02-28,DE,0.1093533184680516,tranquil,
2021-03-31,DE,0.0054971734774909,tranquil,
2021-04-30,DE,-1.501161435208742,tranquil,
2021-05-31,DE,-1.389160705170041,tranquil,
2021-06-30,DE,-1.6003585901266792,tranquil,
2021-07-31,DE,-1.326943472528534,tranquil,
2021-08-31,DE,-1.3547856807785197,tranquil,
2021-09-30,DE,-1.2220038772965922,tranquil,
2021-10-31,DE,-1.2448224659084617,buffer,
2021-11-30,DE,-1.1809118109212058,buffer,
2021-12-31,DE,-1.0872532485027355,buffer,
2022-01-31,DE,-1.1642747595355116,stress,Inflation/tightening stress
2001-01-31,ES,2.0598603613011264,stress,Dot-com bust
2001-02-28,ES,1.8741972935395037,stress,Dot-com bust
2001-03-31,ES,2.1316032913659866,stress,Dot-com bust
2001-04-30,ES,2.125898360688513,stress,Dot-com bust
2001-05-31,ES,1.8235156130089236,stress,Dot-com bust
2001-06-30,ES,1.795171406401308,stress,Dot-com bust
2001-07-31,ES,2.3342463278781733,stress,Dot-com bust
2001-08-31,ES,2.3474023288104413,stress,Dot-com bust
2001-09-30,ES,2.230787356370279,stress,Dot-com bust
2001-10-31,ES,1.9443845576380432,stress,Dot-com bust
2001-11-30,ES,1.9142711704203932,stress,Dot-com bust
2001-12-31,ES,1.806558637757058,stress,Dot-com bust
2002-01-31,ES,1.7620014069570749,stress,Dot-com bust
2002-02-28,ES,1.7094303464186291,stress,Dot-com bust
2002-03-31,ES,1.7599823331697604,stress,Dot-com bust
2002-04-30,ES,2.326264749166171,stress,Dot-com bust
2002-05-31,ES,2.3887343130773933,stress,Dot-com bust
2002-06-30,ES,2.2379270719773623,stress,Dot-com bust
2002-07-31,ES,2.0008674520458913,stress,Dot-com bust
2002-08-31,ES,2.133415110908538,stress,Dot-com bust
2002-09-30,ES,1.9848314787847412,stress,Dot-com bust
2002-10-31,ES,2.239074415250579,stress,Dot-com bust
2002-11-30,ES,2.2665101951312785,stress,Dot-com bust
2002-12-31,ES,2.416753489080459,stress,Dot-com bust
2003-01-31,ES,2.3038097257958867,buffer,
2003-02-28,ES,1.976086602850164,buffer,
2003-03-31,ES,1.935036449715019,buffer,
2003-04-30,ES,1.521474406464522,tranquil,
2003-05-31,ES,1.916915386952857,tranquil,
2003-06-30,ES,2.065701691188945,tranquil,
2003-07-31,ES,2.0193642429095524,tranquil,
2003-08-31,ES,2.190159507979584,tranquil,
2003-09-30,ES,2.0560674497766005,tranquil,
2003-10-31,ES,2.3398732230412413,tranquil,
2003-11-30,ES,2.3033212853495475,tranquil,
2003-12-31,ES,2.3367047288522955,tranquil,
2004-01-31,ES,2.1463438471034664,tranquil,
2004-02-29,ES,2.066920521943267,tranquil,
2004-03-31,ES,2.0591150894530226,tranquil,
2004-04-30,ES,2.0069703870533977,tranquil,
2004-05-31,ES,2.0177014231794588,tranquil,
2004-06-30,ES,2.0259600938586337,tranquil,
2004-07-31,ES,1.906831176334837,tranquil,
2004-08-31,ES,2.1116260991094737,tranquil,
2004-09-30,ES,2.085197169680997,tranquil,
2004-10-31,ES,1.9903775239538477,tranquil,
2004-11-30,ES,2.097534897502345,tranquil,
2004-12-31,ES,2.301258077632262,tranquil,
2005-01-31,ES,2.31070896748331,tranquil,
2005-02-28,ES,2.2439743156872796,tranquil,
2005-03-31,ES,2.2869187304168106,tranquil,
2005-04-30,ES,2.1442988062276727,tranquil,
2005-05-31,ES,2.2680845670363654,tranquil,
2005-06-30,ES,2.263716527253289,tranquil,
2005-07-31,ES,2.18406220859686,tranquil,
2005-08-31,ES,2.1978872581193607,tranquil,
2005-09-30,ES,2.1573416466739044,tranquil,
2005-10-31,ES,2.0508204268997297,tranquil,
2005-11-30,ES,2.026707700181104,tranquil,
2005-12-31,ES,2.157437119719437,tranquil,
2006-01-31,ES,2.207637250221619,tranquil,
2006-02-28,ES,2.2782778350175477,tranquil,
2006-03-31,ES,2.1863973466671363,tranquil,
2006-04-30,ES,2.7313729371308604,tranquil,
2006-05-31,ES,2.6879449076034225,tranquil,
2006-06-30,ES,2.853722947619028,tranquil,
2006-07-31,ES,2.9492831943265245,tranquil,
2006-08-31,ES,2.979651860458076,tranquil,
2006-09-30,ES,3.046790407133631,tranquil,
2006-10-31,ES,3.275059445437194,tranquil,
2006-11-30,ES,3.244528271402919,tranquil,
2006-12-31,ES,3.316103416786405,tranquil,
2007-01-31,ES,3.183811709266211,tranquil,
2007-02-28,ES,3.17412401224591,tranquil,
2007-03-31,ES,3.287738824549068,tranquil,
2007-04-30,ES,3.195164985625742,buffer,
2007-05-31,ES,3.2573254442336768,buffer,
2007-06-30,ES,3.3002386037489777,buffer,
2007-07-31,ES,3.3535735540334835,stress,Global Financial Crisis
2007-08-31,ES,3.819647665333648,stress,Global Financial Crisis
2007-09-30,ES,3.6955047181080154,stress,Global Financial Crisis
2007-10-31,ES,3.44907207434559,stress,Global Financial Crisis
2007-11-30,ES,3.810352658548675,stress,Global Financial Crisis
2007-12-31,ES,3.8316432376071945,stress,Global Financial Crisis
2008-01-31,ES,3.266394178203425,stress,Global Financial Crisis
2008-02-29,ES,3.197631574396781,stress,Global Financial Crisis
2008-03-31,ES,3.5571471625656477,stress,Global Financial Crisis
2008-04-30,ES,3.07070974440301,stress,Global Financial Crisis
2008-05-31,ES,2.7869899215452505,stress,Global Financial Crisis
2008-06-30,ES,2.7029263034940074,stress,Global Financial Crisis
2008-07-31,ES,2.213446274691425,stress,Global Financial Crisis
2008-08-31,ES,2.0975010070296833,stress,Global Financial Crisis
2008-09-30,ES,2.5221266547396572,stress,Global Financial Crisis
2008-10-31,ES,2.4291089895513465,stress,Global Financial Crisis
2008-11-30,ES,2.37244068475295,stress,Global Financial Crisis
2008-12-31,ES,2.2039859206920065,stress,Global Financial Crisis
2009-01-31,ES,0.991310391207766,stress,Global Financial Crisis
2009-02-28,ES,0.7415432762290313,stress,Global Financial Crisis
2009-03-31,ES,0.7301975908296816,stress,Global Financial Crisis
2009-04-30,ES,0.6225723861223963,stress,Global Financial Crisis
2009-05-31,ES,0.2944526486295754,stress,Global Financial Crisis
2009-06-30,ES,0.039632196761284,stress,Global Financial Crisis
2009-07-31,ES,0.2236011349470282,buffer,
2009-08-31,ES,0.0641736077806685,buffer,
2009-09-30,ES,-0.1163392796103997,buffer,
2009-10-31,ES,-0.0453529307719845,buffer,
2009-11-30,ES,-0.0906760955988104,buffer,
2009-12-31,ES,-0.1490609998857607,buffer,
2010-01-31,ES,-0.3561417183418335,stress,Euro-area sovereign stress
2010-02-28,ES,-0.2701979578485972,stress,Euro-area sovereign stress
2010-03-31,ES,-0.3117392530807513,stress,Euro-area sovereign stress
2010-04-30,ES,-0.7666322327931677,stress,Euro-area sovereign stress
2010-05-31,ES,-0.6009754770005725,stress,Euro-area sovereign stress
2010-06-30,ES,-0.5514930471327822,stress,Euro-area sovereign stress
2010-07-31,ES,-0.5947047768610844,stress,Euro-area sovereign stress
2010-08-31,ES,-0.7185802731762101,stress,Euro-area sovereign stress
2010-09-30,ES,-0.7001457730272272,stress,Euro-area sovereign stress
2010-10-31,ES,-0.720112993154856,stress,Euro-area sovereign stress
2010-11-30,ES,-0.9666817045826592,stress,Euro-area sovereign stress
2010-12-31,ES,-1.0579028110877675,stress,Euro-area sovereign stress
2011-01-31,ES,-0.9801351059562152,stress,Euro-area sovereign stress
2011-02-28,ES,-0.8126170574289224,stress,Euro-area sovereign stress
2011-03-31,ES,-0.8554569414566627,stress,Euro-area sovereign stress
2011-04-30,ES,-0.90367704398035,stress,Euro-area sovereign stress
2011-05-31,ES,-0.7298362290311452,stress,Euro-area sovereign stress
2011-06-30,ES,-0.8377711933378016,stress,Euro-area sovereign stress
2011-07-31,ES,-1.6856437252066854,stress,Euro-area sovereign stress
2011-08-31,ES,-1.310647538237737,stress,Euro-area sovereign stress
2011-09-30,ES,-1.2729607169606512,stress,Euro-area sovereign stress
2011-10-31,ES,-1.422926713320125,stress,Euro-area sovereign stress
2011-11-30,ES,-1.7785382738640814,stress,Euro-area sovereign stress
2011-12-31,ES,-1.573800146976841,stress,Euro-area sovereign stress
2012-01-31,ES,-1.9551932108836,stress,Euro-area sovereign stress
2012-02-29,ES,-2.1051733439952427,stress,Euro-area sovereign stress
2012-03-31,ES,-2.3054025007322645,stress,Euro-area sovereign stress
2012-04-30,ES,-2.7562599703995443,stress,Euro-area sovereign stress
2012-05-31,ES,-2.748486187699555,stress,Euro-area sovereign stress
2012-06-30,ES,-2.835241908121036,stress,Euro-area sovereign stress
2012-07-31,ES,-2.5382920243347167,stress,Euro-area sovereign stress
2012-08-31,ES,-2.6196453866159617,stress,Euro-area sovereign stress
2012-09-30,ES,-2.8246419260923874,stress,Euro-area sovereign stress
2012-10-31,ES,-2.9340320399173594,stress,Euro-area sovereign stress
2012-11-30,ES,-2.898959388540235,stress,Euro-area sovereign stress
2012-12-31,ES,-2.932681761052731,stress,Euro-area sovereign stress
2013-01-31,ES,-3.2250503647924313,buffer,
2013-02-28,ES,-3.1398959016766717,buffer,
2013-03-31,ES,-3.405868749231906,buffer,
2013-04-30,ES,-2.9548886195178983,tranquil,
2013-05-31,ES,-2.799968484209615,tranquil,
2013-06-30,ES,-2.856068320411081,tranquil,
2013-07-31,ES,-2.7581304306257404,tranquil,
2013-08-31,ES,-2.7200452043092547,tranquil,
2013-09-30,ES,-2.873125021534386,tranquil,
2013-10-31,ES,-2.7657811562109194,tranquil,
2013-11-30,ES,-2.584554755019638,tranquil,
2013-12-31,ES,-2.6371085345319902,tranquil,
2014-01-31,ES,-2.441641980283291,tranquil,
2014-02-28,ES,-2.363351867009946,tranquil,
2014-03-31,ES,-2.2042593734217015,tranquil,
2014-04-30,ES,-2.2128167958829623,tranquil,
2014-05-31,ES,-2.242549740848073,tranquil,
2014-06-30,ES,-2.2016668476780175,tranquil,
2014-07-31,ES,-2.405493004742534,tranquil,
2014-08-31,ES,-2.4038365159289956,tranquil,
2014-09-30,ES,-2.411450063596938,tranquil,
2014-10-31,ES,-2.513629178524237,tranquil,
2014-11-30,ES,-2.607298868809009,tranquil,
2014-12-31,ES,-2.5296922744770787,tranquil,
2015-01-31,ES,-2.556221839968302,tranquil,
2015-02-28,ES,-2.4636389839053394,tranquil,
2015-03-31,ES,-2.357823589052272,buffer,
2015-04-30,ES,-2.525681753921412,buffer,
2015-05-31,ES,-2.3690665474607497,buffer,
2015-06-30,ES,-2.4996141003756387,stress,China/commodity/EM stress
2015-07-31,ES,-2.245993685790598,stress,China/commodity/EM stress
2015-08-31,ES,-2.166409077980869,stress,China/commodity/EM stress
2015-09-30,ES,-2.119590128531441,stress,China/commodity/EM stress
2015-10-31,ES,-2.1896129645945,stress,China/commodity/EM stress
2015-11-30,ES,-2.1001945468645196,stress,China/commodity/EM stress
2015-12-31,ES,-2.163562294870153,stress,China/commodity/EM stress
2016-01-31,ES,-1.859584609669395,stress,China/commodity/EM stress
2016-02-29,ES,-1.7740390192063715,stress,China/commodity/EM stress
2016-03-31,ES,-1.6065525258603732,stress,China/commodity/EM stress
2016-04-30,ES,-1.9938143138655304,buffer,
2016-05-31,ES,-1.921106532014078,buffer,
2016-06-30,ES,-2.124825554285571,buffer,
2016-07-31,ES,-1.917258823541397,tranquil,
2016-08-31,ES,-1.6304084197798403,tranquil,
2016-09-30,ES,-1.637981991031379,tranquil,
2016-10-31,ES,-1.774972632906626,tranquil,
2016-11-30,ES,-2.048811501553113,tranquil,
2016-12-31,ES,-1.9030178284319208,tranquil,
2017-01-31,ES,-2.0061703276955796,tranquil,
2017-02-28,ES,-1.8307603810148845,tranquil,
2017-03-31,ES,-1.929263174868462,tranquil,
2017-04-30,ES,-1.6456525724122828,tranquil,
2017-05-31,ES,-1.4516257036619131,tranquil,
2017-06-30,ES,-1.5620319684393995,tranquil,
2017-07-31,ES,-1.401326331921284,tranquil,
2017-08-31,ES,-1.271303702338657,tranquil,
2017-09-30,ES,-1.386339851447031,tranquil,
2017-10-31,ES,-1.7194978240487704,tranquil,
2017-11-30,ES,-1.449131454860764,tranquil,
2017-12-31,ES,-1.261472627496795,tranquil,
2018-01-31,ES,-1.2360369815229495,tranquil,
2018-02-28,ES,-1.0035408006055258,tranquil,
